"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","base_knowledge","admission","acceptance","crime","influx","threat_perception","voting","ideology","party","immigrant_status","Q14","race","age","income","gender","religion","Q20","MobileDev","Q_TotalDuration","AmazonId","treatment","educ_d","education","age_binned","admission_dichotimized","acceptance_dichotimized","crime_dichotimized","influx_dichotimized","threat_dichotimized","voting_dichotimized","weight"
"740",1047,"2021-12-08 10:43:56","2021-12-08 10:50:51","IP Address","23.83.133.166",100,414,"True","2021-12-08 10:50:51","R_31sdOVMdBfVmcet",NA,NA,NA,NA,33.4373931884766,-111.800796508789,"anonymous","EN",1,2,2,1,-2,2,1,2,2,"Democrat",0,"Master's degree","White",49,"$50,000 to $74,999","Female","Catholic ","GOOD",0,414,"A34V91MJDXJSD0","border security","Postgraduate degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,0.477924450816928
"741",1048,"2021-12-08 10:46:29","2021-12-08 10:51:00","IP Address","208.195.17.27",100,271,"True","2021-12-08 10:51:01","R_2agnDxMXgRtUyTX",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",1,2,0,1,0,1,1,0,0,"Democrat",0,"Bachelor's degree","White",32,"$75,000 to $99,999","Male","Atheist","nice survey",0,271,"A4BVTCXOU1ISZ","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"742",1049,"2021-12-08 10:50:24","2021-12-08 10:51:34","IP Address","163.123.223.197",100,69,"True","2021-12-08 10:51:34","R_3Jep6MKQrJ61hyu",NA,NA,NA,NA,39.3361053466797,-76.5389022827148,"anonymous","EN",1,2,2,1,0,1,0,1,-2,"Democrat",1,"Bachelor's degree","White",35,"$75,000 to $99,999","Male","Catholic ","good",0,69,"A1F2EJ0R9R3ELG","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"743",1050,"2021-12-08 10:47:01","2021-12-08 10:51:37","IP Address","64.72.108.74",100,276,"True","2021-12-08 10:51:38","R_1NgXOVuzwRS2j2T",NA,NA,NA,NA,36.1472015380859,-115.117500305176,"anonymous","EN",1,1,2,0,2,0,-2,0,0,"Other",0,"High school or equivalent","Asian or Pacific Islander",31,"Less than $20,000","Male","Agnostic","",0,276,"A2N4DD7IS7EI2D","traditional security","High school or less","Associate or less","25 to 39",0,0,0,0,1,0,2.08684314544922
"744",1051,"2021-12-08 10:10:41","2021-12-08 10:51:49","IP Address","155.193.51.179",100,2467,"True","2021-12-08 10:51:49","R_1DGYL0gbFguhj2t",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",1,2,0,1,-1,1,1,1,-1,"Republican",0,"Master's degree","White",36,"Over $100,000","Male","Catholic ","NOTHING",0,2467,"A11BHGAKU0RIH8","border security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.392022400771548
"745",1052,"2021-12-08 10:50:20","2021-12-08 10:52:00","IP Address","68.179.240.85",100,99,"True","2021-12-08 10:52:00","R_3L6a3Co1pZZfuuA",NA,NA,NA,NA,35.6065063476562,-92.2742004394531,"anonymous","EN",1,1,0,0,0,-2,-1,-1,1,"Republican",0,"Associate degree","White",51,"Over $100,000","Female","Catholic ","no",0,99,"A3RKG5PZN97RD5","border security","Some college/Associates","Associate or less","40 to 59",0,0,0,1,1,1,4.8460964136574
"746",1053,"2021-12-08 10:51:04","2021-12-08 10:52:36","IP Address","63.75.251.236",100,91,"True","2021-12-08 10:52:36","R_3OdAvjm3MQXuBfw",NA,NA,NA,NA,40.5980072021484,-73.9467010498047,"anonymous","EN",1,1,1,1,0,1,-1,-1,2,"Democrat",0,"Master's degree","White",30,"$75,000 to $99,999","Male","Catholic ","good",0,91,"AUXALPJUVBAEF","control","Postgraduate degree","Bachelor or higher","25 to 39",0,0,0,0,1,1,0.29946735993746
"747",1054,"2021-12-08 10:51:26","2021-12-08 10:53:47","IP Address","66.118.4.58",100,141,"True","2021-12-08 10:53:48","R_9zCJjD9IqBGUFW1",NA,NA,NA,NA,42.7514038085938,-71.5785980224609,"anonymous","EN",1,2,-1,1,0,1,1,1,-1,"Democrat",0,"Bachelor's degree","White",29,"$50,000 to $74,999","Male","Catholic ","NO",0,141,"AZ0KM8QEFU447","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",1,0,0,0,0,0,0.29946735993746
"748",1055,"2021-12-08 10:50:58","2021-12-08 10:53:56","IP Address","185.186.60.209",100,177,"True","2021-12-08 10:53:56","R_29rZjqDUilDOvDu",NA,NA,NA,NA,34.0543975830078,-118.244003295898,"anonymous","EN",1,2,-1,-1,2,2,1,2,-2,"Democrat",0,"Master's degree","White",24,"$35,000 to $49,999","Female","Catholic ","Nice task and thanks for the opportunity",0,177,"A2SPKUR5RDJHI8","border security","Postgraduate degree","Bachelor or higher","18 to 24",1,1,0,0,0,0,0.565798436824994
"749",1056,"2021-12-08 10:51:53","2021-12-08 10:53:59","IP Address","202.182.67.24",100,126,"True","2021-12-08 10:54:00","R_2XooZH4mi0K6kI7",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,2,2,2,-2,2,2,2,2,"Democrat",1,"Master's degree","White",36,"$75,000 to $99,999","Male","Catholic ","good",0,126,"A1GMX7IAURPAZG","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"750",1057,"2021-12-08 10:25:49","2021-12-08 10:54:04","IP Address","96.18.10.238",100,1694,"True","2021-12-08 10:54:04","R_3huyBHbiA5Kg5T9",NA,NA,NA,NA,34.4958038330078,-112.378303527832,"anonymous","EN",1,1,-1,-1,0,-2,0,-1,1,"Republican",0,"Master's degree","White",55,"$75,000 to $99,999","Female","Catholic ","",0,1694,"A2OX8TSRCU6NKD","traditional security","Postgraduate degree","Bachelor or higher","40 to 59",1,1,0,1,0,1,0.780842809307249
"751",1058,"2021-12-08 10:53:38","2021-12-08 10:54:30","IP Address","38.17.55.84",100,51,"True","2021-12-08 10:54:30","R_tJLYUqgCZmZU9rP",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",1,2,-1,2,-1,2,1,2,2,"Other",1,"High school or equivalent","White",35,"$35,000 to $49,999","Male","Catholic ","good",0,51,"A2PJXLONITU9UX","traditional security","High school or less","Associate or less","25 to 39",1,0,1,0,0,0,2.28571365721951
"752",1059,"2021-12-08 10:46:02","2021-12-08 10:54:46","IP Address","208.203.208.56",100,524,"True","2021-12-08 10:54:46","R_2CJ9x60OsUpIC6R",NA,NA,NA,NA,40.6737060546875,-73.5335998535156,"anonymous","EN",1,2,0,1,0,1,1,1,2,"Democrat",0,"Bachelor's degree","White",35,"$50,000 to $74,999","Male","Catholic ","",0,524,"ANA8HLS4U28ZY","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"753",1060,"2021-12-08 10:52:59","2021-12-08 10:55:04","IP Address","104.156.201.249",100,124,"True","2021-12-08 10:55:04","R_1CpfMQmKYDSREap",NA,NA,NA,NA,47.6109008789062,-122.330299377441,"anonymous","EN",1,1,1,1,-1,1,0,1,-1,"Other",0,"Some college coursework completed","Asian or Pacific Islander",35,"$50,000 to $74,999","Female","Non Traditional","very eassy very intrested",0,124,"APB6WSZSV2CC","control","Some college/Associates","Associate or less","25 to 39",0,0,1,0,0,0,2.08684314544922
"754",1061,"2021-12-08 10:51:06","2021-12-08 10:55:24","IP Address","154.13.59.99",100,257,"True","2021-12-08 10:55:24","R_DJ3ukUgDPcpZDTr",NA,NA,NA,NA,39.0469055175781,-77.4903030395508,"anonymous","EN",1,1,1,0,0,-1,1,0,1,"Democrat",0,"Bachelor's degree","White",38,"$50,000 to $74,999","Female","Catholic ","NICE STUDY",0,257,"A27VMGSCVNYPZT","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,1,0,0,0.29946735993746
"755",1063,"2021-12-08 10:54:39","2021-12-08 10:55:30","IP Address","154.13.51.41",100,51,"True","2021-12-08 10:55:30","R_YbQ153gfPdsxcwF",NA,NA,NA,NA,40.8204956054688,-73.9182968139648,"anonymous","EN",1,1,0,0,0,0,0,1,-1,"Democrat",0,"Bachelor's degree","White",27,"$50,000 to $74,999","Male","Catholic ","nice.",0,51,"A3NKR7RCJG4SOS","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"756",1064,"2021-12-08 10:12:37","2021-12-08 10:55:36","IP Address","89.38.227.166",100,2579,"True","2021-12-08 10:55:36","R_1LCHjn2dwiR31nF",NA,NA,NA,NA,25.9091949462891,-80.3927001953125,"anonymous","EN",1,2,0,-1,-1,1,0,0,0,"Other",0,"Bachelor's degree","White",26,"$75,000 to $99,999","Female","Catholic ","",0,2579,"A1TEXCUTI4IUUN","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,1,1,0,0,0,0.470898209055271
"757",1065,"2021-12-08 10:54:26","2021-12-08 10:55:47","IP Address","200.229.23.144",100,81,"True","2021-12-08 10:55:47","R_3Ed8z3wlxzYDMiP",NA,NA,NA,NA,21.3453979492188,-158.084197998047,"anonymous","EN",1,1,1,1,0,1,-1,-1,2,"Democrat",0,"Master's degree","White",30,"$75,000 to $99,999","Male","Catholic ","good",0,81,"AKFGCM6YXGVCA","border security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,0,0,1,1,0.29946735993746
"758",1066,"2021-12-08 10:48:20","2021-12-08 10:56:12","IP Address","208.203.221.21",100,471,"True","2021-12-08 10:56:12","R_3exew3KHu7FgFgo",NA,NA,NA,NA,39.7951049804688,-76.9794006347656,"anonymous","EN",1,2,1,2,-1,1,2,1,2,"Democrat",1,"Bachelor's degree","White",25,"$50,000 to $74,999","Female","Catholic ","nice survey",0,471,"A3Q6G871OFX0HI","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"759",1067,"2021-12-08 10:54:58","2021-12-08 10:56:20","IP Address","154.13.51.46",100,81,"True","2021-12-08 10:56:20","R_SB51eZdXF7IYxWx",NA,NA,NA,NA,40.8204956054688,-73.9182968139648,"anonymous","EN",1,1,1,1,0,1,1,1,0,"Democrat",0,"Master's degree","White",33,"$50,000 to $74,999","Male","Protestant","good",0,81,"A133HSQ3JQ0GM3","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"760",1068,"2021-12-08 10:51:29","2021-12-08 10:57:28","IP Address","196.17.65.185",100,359,"True","2021-12-08 10:57:29","R_3Ja8EzrNmyBoNyx",NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN",1,2,1,2,0,2,2,1,2,"Democrat",0,"Professional","White",28,"$35,000 to $49,999","Male","Protestant","Good",0,359,"A7PCN2OXRFUTA","control","Postgraduate degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"761",1069,"2021-12-08 10:52:09","2021-12-08 10:57:31","IP Address","216.158.192.225",100,321,"True","2021-12-08 10:57:32","R_bOYV3UuPUwfe3L3",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",1,2,2,2,1,2,0,-1,0,"Democrat",0,"Master's degree","White",25,"$75,000 to $99,999","Female","Catholic ","good",0,321,"A374WBG5XU7RD1","border security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,0,0,0,1,0.29946735993746
"762",1070,"2021-12-08 10:56:54","2021-12-08 10:58:29","IP Address","208.203.210.34",100,95,"True","2021-12-08 10:58:29","R_2bZrhuQFV5VK8Ae",NA,NA,NA,NA,40.7973022460938,-73.6473007202148,"anonymous","EN",1,2,2,1,-2,1,2,1,2,"Democrat",1,"Bachelor's degree","White",25,"$50,000 to $74,999","Male","Catholic ","nice",0,95,"AS0EC2HIE974S","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"763",1071,"2021-12-08 10:57:29","2021-12-08 10:58:36","IP Address","185.244.38.225",100,67,"True","2021-12-08 10:58:37","R_1pAS3fKt19bVYQ6",NA,NA,NA,NA,33.9214019775391,-118.412994384766,"anonymous","EN",1,1,2,1,-2,2,1,2,2,"Democrat",1,"Bachelor's degree","White",31,"$50,000 to $74,999","Male","Catholic ","Interested",0,67,"A1BAIZCYBP3S0Z","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"764",1072,"2021-12-08 10:56:05","2021-12-08 10:59:14","IP Address","47.76.76.102",100,189,"True","2021-12-08 10:59:14","R_1eJHXvWUXuAzQl0",NA,NA,NA,NA,29.7133026123047,-95.4804000854492,"anonymous","EN",1,2,2,2,-2,1,1,2,2,"Democrat",1,"Bachelor's degree","White",37,"$35,000 to $49,999","Male","Jewish","good",0,189,"A1MVEOQQA0J84V","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"765",1073,"2021-12-08 10:52:57","2021-12-08 10:59:35","IP Address","72.187.235.123",100,398,"True","2021-12-08 10:59:35","R_3Pn9s8bz95ypLn6",NA,NA,NA,NA,28.5588073730469,-81.3495025634766,"anonymous","EN",1,1,2,2,0,2,-2,2,-2,"Democrat",0,"Bachelor's degree","Asian or Pacific Islander",31,"$35,000 to $49,999","Female","Atheist","Thank you!",0,398,"AZZA3J049G7R5","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.291904884323196
"766",1074,"2021-12-08 10:59:07","2021-12-08 11:00:04","IP Address","194.49.79.236",100,57,"True","2021-12-08 11:00:04","R_12Kn4pdqnB3IA8G",NA,NA,NA,NA,39.0180053710938,-77.5390014648438,"anonymous","EN",1,2,2,-1,-1,1,2,2,2,"Democrat",0,"Bachelor's degree","White",30,"$50,000 to $74,999","Male","Catholic ","Interested",0,57,"AY66B9W9D0E76","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,1,1,0,0,0,0.29946735993746
"767",1075,"2021-12-08 10:58:32","2021-12-08 11:00:28","IP Address","63.75.242.139",100,116,"True","2021-12-08 11:00:29","R_3ejZy46bx49r5XQ",NA,NA,NA,NA,43.4322967529297,-124.213104248047,"anonymous","EN",1,1,0,-1,-1,1,0,0,0,"Republican",0,"Bachelor's degree","White",38,"$20,000 to $34,999","Male","Catholic ","",0,116,"ADLHWZR8D0S5I","control","Bachelor's degree","Bachelor or higher","25 to 39",0,1,1,0,0,0,0.392022400771548
"768",1076,"2021-12-08 10:43:10","2021-12-08 11:00:29","IP Address","71.191.188.142",100,1039,"True","2021-12-08 11:00:29","R_3QWUhRySd7xdf9w",NA,NA,NA,NA,38.7740936279297,-77.2385025024414,"anonymous","EN",1,2,-2,-2,-2,-2,2,-2,2,"Republican",0,"Bachelor's degree","White",24,"$50,000 to $74,999","Male","Catholic ","",0,1039,"A4J4GGMKJ68L0","control","Bachelor's degree","Bachelor or higher","18 to 24",1,1,1,1,0,1,0.972301713915271
"769",1077,"2021-12-08 10:43:59","2021-12-08 11:00:31","IP Address","173.21.98.172",100,991,"True","2021-12-08 11:00:31","R_W09aXu4xNxM8CyZ",NA,NA,NA,NA,37.6161041259766,-86.4508972167969,"anonymous","EN",1,1,0,-1,2,-1,1,0,-1,"Democrat",0,"High school or equivalent","White",31,"Less than $20,000","Male","Atheist","",0,991,"A1NZFJHVJ9CNTO","control","High school or less","Associate or less","25 to 39",0,1,0,1,0,0,0.869561900918844
"770",1078,"2021-12-08 10:56:55","2021-12-08 11:00:51","IP Address","202.182.67.241",100,236,"True","2021-12-08 11:00:52","R_2qgC4Zetognp3pT",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,2,1,-1,-1,2,2,2,2,"Democrat",1,"Bachelor's degree","White",37,"$75,000 to $99,999","Male","Catholic ","goof",0,236,"A36LI30Y2ATVGS","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,1,1,0,0,0,0.29946735993746
"771",1079,"2021-12-08 10:56:51","2021-12-08 11:01:08","IP Address","98.153.62.12",100,256,"True","2021-12-08 11:01:08","R_1Hk8k3ulnIQloIG",NA,NA,NA,NA,37.7825012207031,-122.434997558594,"anonymous","EN",1,0,1,1,1,1,-1,0,-1,"Democrat",0,"Bachelor's degree","Black or African American",29,"$35,000 to $49,999","Male","Catholic ","Nice day.",0,256,"A3IF13XHP5UPO2","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.422348538313275
"772",1080,"2021-12-08 10:59:50","2021-12-08 11:01:42","IP Address","12.127.255.198",100,111,"True","2021-12-08 11:01:42","R_8H5mGJrMQ7G3V3H",NA,NA,NA,NA,36.0556945800781,-94.1567001342773,"anonymous","EN",1,2,0,0,-1,0,1,0,1,"Republican",0,"Some college coursework completed","Black or African American",26,"$20,000 to $34,999","Female","Protestant","",0,111,"A2CEGS0NVDBCPT","traditional security","Some college/Associates","Associate or less","25 to 39",0,0,1,0,0,0,3.84581392862069
"773",1081,"2021-12-08 11:00:53","2021-12-08 11:01:51","IP Address","212.162.150.213",100,57,"True","2021-12-08 11:01:51","R_2B9aI1wcTiuQIiN",NA,NA,NA,NA,41.8777008056641,-87.6376037597656,"anonymous","EN",1,2,2,1,-2,2,1,-1,2,"Democrat",0,"Bachelor's degree","White",33,"$50,000 to $74,999","Male","Catholic ","",0,57,"A3DGJYQPEQBCEK","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,1,0.29946735993746
"774",1082,"2021-12-08 10:59:00","2021-12-08 11:01:54","IP Address","154.3.96.70",100,173,"True","2021-12-08 11:01:54","R_2vcPYDgvZKWXCiE",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",1,1,0,0,0,0,0,1,-1,"Democrat",0,"Bachelor's degree","White",25,"$50,000 to $74,999","Male","Catholic ","GOOD.",0,173,"A3MTWIGO8NR4FZ","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"775",1084,"2021-12-08 11:00:32","2021-12-08 11:02:15","IP Address","208.203.210.237",100,102,"True","2021-12-08 11:02:15","R_3n9nJC59S4pdP5O",NA,NA,NA,NA,40.6737060546875,-73.5335998535156,"anonymous","EN",1,1,0,0,-2,1,0,-2,2,"Democrat",1,"Bachelor's degree","White",25,"$50,000 to $74,999","Male","Catholic ","nice",0,102,"A1GELG5RUVF6F4","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,1,0.29946735993746
"776",1085,"2021-12-08 11:00:36","2021-12-08 11:03:09","IP Address","216.250.251.212",100,153,"True","2021-12-08 11:03:10","R_1OjbBbt0Xtq5gFm",NA,NA,NA,NA,45.4817047119141,-122.415603637695,"anonymous","EN",1,1,2,-1,-2,1,1,-2,-2,"Democrat",0,"Master's degree","White",57,"$75,000 to $99,999","Female","Catholic ","It was nice",0,153,"A2UC3CDVQNVPQ8","traditional security","Postgraduate degree","Bachelor or higher","40 to 59",0,1,1,0,0,1,0.477924450816928
"777",1086,"2021-12-08 11:00:56","2021-12-08 11:04:31","IP Address","202.182.64.162",100,214,"True","2021-12-08 11:04:31","R_sA2gqOOGviRHrY5",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,2,2,0,-1,2,2,-2,2,"Democrat",0,"Bachelor's degree","White",51,"$50,000 to $74,999","Male","Catholic ","NOTHING",0,214,"A3A0H798UG8VGU","control","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,1,0.477924450816928
"778",1087,"2021-12-08 10:52:12","2021-12-08 11:04:34","IP Address","208.203.211.44",100,741,"True","2021-12-08 11:04:34","R_T0B2k2NSy25H9NT",NA,NA,NA,NA,40.7973022460938,-73.6473007202148,"anonymous","EN",1,2,-1,-1,-1,1,2,1,2,"Democrat",0,"Bachelor's degree","White",35,"$50,000 to $74,999","Female","Catholic ","",0,741,"A18AXRWJT4CYWY","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",1,1,1,0,0,0,0.29946735993746
"779",1088,"2021-12-08 10:54:39","2021-12-08 11:05:19","IP Address","196.17.251.25",100,639,"True","2021-12-08 11:05:19","R_2fDMaW7IdtNLG7x",NA,NA,NA,NA,39.1027069091797,-94.5777969360352,"anonymous","EN",1,1,2,2,0,1,1,1,1,"Democrat",0,"Associate degree","White",35,"$20,000 to $34,999","Female","Catholic ","",0,639,"A3V0ZNHKABDUMM","border security","Some college/Associates","Associate or less","25 to 39",0,0,0,0,0,0,0.869561900918844
"780",1089,"2021-12-08 10:56:50","2021-12-08 11:05:34","IP Address","72.22.36.12",100,523,"True","2021-12-08 11:05:35","R_AvUOJvvyfoMVYv7",NA,NA,NA,NA,39.0469055175781,-77.4903030395508,"anonymous","EN",1,1,1,1,-1,1,0,1,2,"Democrat",0,"Bachelor's degree","White",30,"$50,000 to $74,999","Male","Catholic ","i would like to work on this study",0,523,"A2EY7XLLYSIPO7","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"781",1090,"2021-12-08 11:05:23","2021-12-08 11:06:04","IP Address","76.210.16.176",100,41,"True","2021-12-08 11:06:04","R_b8IGXVwqw1B8bT3",NA,NA,NA,NA,33.6871032714844,-84.1510009765625,"anonymous","EN",1,0,0,0,1,1,1,-1,-2,"Democrat",0,"Technical or occupational certificate","White",22,"$35,000 to $49,999","Male","Agnostic",NA,0,41,"A3E50NZCJNLDG1","border security","Some college/Associates","Associate or less","18 to 24",0,0,0,0,0,1,3.06966313259702
"782",1091,"2021-12-08 10:09:21","2021-12-08 11:06:09","IP Address","163.123.222.45",100,3407,"True","2021-12-08 11:06:09","R_3OcwUU65ZsvMW5D",NA,NA,NA,NA,39.3408050537109,-76.4077987670898,"anonymous","EN",1,2,1,1,0,2,-2,1,-1,"Democrat",0,"Bachelor's degree","White",40,"$50,000 to $74,999","Female","Catholic ","All good",0,3407,"A5WAMZZBC03QJ","control","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,0,1,0,0.477924450816928
"783",1092,"2021-12-08 11:05:52","2021-12-08 11:06:20","IP Address","107.77.209.21",100,27,"True","2021-12-08 11:06:20","R_2AETqGZIUchp2wH",NA,NA,NA,NA,41.8764038085938,-87.6132965087891,"anonymous","EN",1,1,0,-1,-1,0,2,-1,1,"Republican",0,"High school or equivalent","White",30,"$20,000 to $34,999","Male","Catholic ","",1,27,"A37KREDYGDTP4U","traditional security","High school or less","Associate or less","25 to 39",0,1,1,0,0,1,1.63413831354338
"784",1093,"2021-12-08 11:00:33","2021-12-08 11:06:36","IP Address","68.198.162.26",100,363,"True","2021-12-08 11:06:37","R_27KBBThpEh1FKqj",NA,NA,NA,NA,40.8784942626953,-72.9537963867188,"anonymous","EN",1,1,1,0,1,1,-1,1,0,"Democrat",0,"Bachelor's degree","White",28,"$75,000 to $99,999","Female","Protestant","",0,363,"A1F2APQMJSQVFK","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.29946735993746
"785",1094,"2021-12-08 11:05:33","2021-12-08 11:07:15","IP Address","97.97.50.179",100,101,"True","2021-12-08 11:07:15","R_eG4oWvekB7zi2Tn",NA,NA,NA,NA,28.2474975585938,-82.4943008422852,"anonymous","EN",1,1,0,0,0,-2,0,0,2,"Republican",0,"Some college coursework completed","White",69,"$20,000 to $34,999","Female","Catholic ","none but thank you.",0,101,"A2APG8MSLJ6G2K","border security","Some college/Associates","Associate or less","60+",0,0,0,1,0,0,6
"786",1095,"2021-12-08 11:06:41","2021-12-08 11:07:35","IP Address","212.162.151.88",100,54,"True","2021-12-08 11:07:36","R_vuDYUxuKAKmVYUp",NA,NA,NA,NA,41.8777008056641,-87.6376037597656,"anonymous","EN",1,2,0,1,1,1,-1,0,-1,"Democrat",0,"Bachelor's degree","White",27,"$35,000 to $49,999","Male","Catholic ","",0,54,"A39LVL4A92K88X","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.29946735993746
"787",1096,"2021-12-08 11:05:49","2021-12-08 11:07:54","IP Address","63.75.243.51",100,125,"True","2021-12-08 11:07:55","R_2dDUXENQ3shtLgq",NA,NA,NA,NA,43.4322967529297,-124.213104248047,"anonymous","EN",1,1,0,-2,0,1,0,2,-2,"Republican",0,"Bachelor's degree","White",51,"$35,000 to $49,999","Male","Catholic ","GOOD SURVEY",0,125,"A3TN0XH3R8P2OI","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",0,1,0,0,0,0,0.780842809307249
"788",1097,"2021-12-08 11:06:27","2021-12-08 11:08:02","IP Address","163.123.222.195",100,94,"True","2021-12-08 11:08:02","R_BxnBx7NbtgDXUOt",NA,NA,NA,NA,39.3408050537109,-76.4077987670898,"anonymous","EN",1,1,2,1,0,1,1,1,-2,"Democrat",0,"Bachelor's degree","White",33,"$50,000 to $74,999","Male","Catholic ","easy",0,94,"A1HEDS9RTCHVKS","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"789",1098,"2021-12-08 11:08:08","2021-12-08 11:09:02","IP Address","103.28.70.189",100,54,"True","2021-12-08 11:09:03","R_2xKVvDohKtlCbxh",NA,NA,NA,NA,32.8137054443359,-96.8703994750977,"anonymous","EN",1,2,1,1,0,1,2,0,1,"Democrat",0,"Bachelor's degree","White",31,"$35,000 to $49,999","Male","Protestant","",0,54,"A2WHTNOMVOM4DA","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"790",1099,"2021-12-08 11:00:28","2021-12-08 11:09:04","IP Address","47.6.220.138",100,516,"True","2021-12-08 11:09:04","R_2R2Mq89fLTKgaW9",NA,NA,NA,NA,46.5921936035156,-120.529998779297,"anonymous","EN",1,1,1,1,1,-1,-1,0,-1,"Democrat",0,"Bachelor's degree","White",53,"$50,000 to $74,999","Female","None","no",0,516,"A1G6F1HWIS2K2K","control","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,1,1,0,0.477924450816928
"791",1100,"2021-12-08 11:06:42","2021-12-08 11:09:09","IP Address","24.154.209.232",100,146,"True","2021-12-08 11:09:09","R_72MWfpjEJm0xdYZ",NA,NA,NA,NA,40.8448944091797,-81.7735977172852,"anonymous","EN",1,1,0,0,0,-1,-1,0,0,"Democrat",0,"High school or equivalent","White",54,"$20,000 to $34,999","Female","None","",0,146,"AQYYBOOF0846O","control","High school or less","Associate or less","40 to 59",0,0,0,1,1,0,2.34375586293784
"792",1101,"2021-12-08 11:04:07","2021-12-08 11:09:22","IP Address","174.101.116.159",100,314,"True","2021-12-08 11:09:22","R_2BeVdNgYchzxzHw",NA,NA,NA,NA,39.3379974365234,-82.9860000610352,"anonymous","EN",1,1,1,1,1,2,-2,-1,1,"Democrat",0,"Bachelor's degree","White",41,"$50,000 to $74,999","Male","Catholic ","good to work",0,314,"AMYM100ZJG9AH","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,0,1,1,0.477924450816928
"793",1102,"2021-12-08 11:08:38","2021-12-08 11:09:44","IP Address","212.162.148.120",100,65,"True","2021-12-08 11:09:44","R_1OuFX0McnqAMQER",NA,NA,NA,NA,41.8777008056641,-87.6376037597656,"anonymous","EN",1,2,0,2,-1,2,1,-1,1,"Democrat",0,"Bachelor's degree","White",25,"$50,000 to $74,999","Male","Catholic ","",0,65,"AYVJ1AI4VLWU9","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,1,0.29946735993746
